usuario,cantidad
radio3trelew,0
ericrogal,0
angaritagabriel,0
antifa023,0
restportico,0
coaliesperanza,0
juandvalladolid,0
elespectador,0
slospennato,0
waltercte,0
brunobelguero,0
yonileugim,0
dory_2013,0
tecotocoya,0
profetadetrana,0
cuevas_dawson,0
elzafra2,0
bcn614,0
elarachan,0
cedhnl,0
peacelove1ab,0
selegna27499890,0
elizinhoright,0
mrspaulasoria,1
juan79422130,0
lasernabogota,0
juntaabierto1,1
barbatuiter95,0
ccaribahia,0
teleuruguaya,1
barbozapedrito,0
dos_quinquenios,0
patriarcado_win,0
floricote,0
sinlospersas,0
m24radio,0
marinagomezuy,0
soleortega_uy,0
gash418,0
marcelacasarieg,0
drsaturn0,2
soyacostanahuel,0
pachaespino22,0
lanceroblanco,0
actualyucatan,0
niefpe,3
anafmatarn,0
jimote,0
ingogliatoto,0
melgertina,0
computito_,0
carlosm__17,0
jlgavila,0
accountable2019,0
eli_csar,1
radiokiyu,0
victoria13099,0
mar_de_liguria,0
susana33475768,0
valeriohellves,5
objetivohincha,1
jaironeirac,0
selenemestra,0
yerba_buena9413,0
aylenfernande,0
wilmarmarche,0
tequenorth,0
you0nlylive,0
irenerugnitz,0
balefin,0
presiclado,0
ceci683252421,0
jose_07_04,0
amygrossooutlo1,0
guillebolon,0
ignacioo_12,0
karinalopezmach,0
mejiacor10,0
cronicasdeleste,0
bryan_vidal95,0
rey_comediante,0
iohannesjo1,0
frospigliosi,0
severo1109,0
darkfm_uy,0
reportesuruguay,0
mariettoponce,0
chingomex,0
juan_camilo96,0
viajealaverdad,0
claumenaresb,0
besoccer_es,0
ck16s,0
kangoshi_la,0
balzogaray,0
thiefoflights,0
zoee2109,0
militanciacc,0
surinamcol,1
elprimobigoton,0
anuska1710,0
lacanariauy,0
patrici09062453,0
dya19841985,0
emilycruz_rz,0
violetilla1,0
stolbizer,0
n1k38611,0
2019milagro,0
cleoandino,0
sadecuadorian,0
cayitanodaza,0
jenniferdcai,0
manuel10058589,0
odirleyandrade,0
carl4carla,0
rxd_birdie,0
que_simulacro,0
thyashirorascal,0
chirinc1rco,0
giihadiid,0
lapizarradeldt_,1
ediuvichi,0
iovelessons,0
per_martinp,0
casbamiguel,0
respiraarg,0
bigtimedogs,0
sectorprensa,0
vhmolinero,0
elmostrador,0
ferzpaucar,0
luxeislucia,0
mariomcbo,0
eduinversor,0
bunnyguitarrist,0
alvesadrian1891,0
sobinfluencia_,0
chelalaortega,0
elmaciel7,0
britobloise,0
einardbarsallo,0
darumaneko3,0
frenteseccio62,4
germanayalaosor,0
betogallo1982,0
samuelcatalnor1,0
edin_2019,0
julietasf_,0
nachobochinche,1
davida_molina,0
a_mirandad,0
yeijopee,0
xlacamisetacba,0
josse49991192,0
nadinasisnett,0
luciano_basile1,0
thedarklord98,0
quehacerenslp,0
cpodion,0
marcoantoniotr,0
jocamoga,0
lapau1312,0
elpayagua,0
carlybolso,0
andrade1224,0
baduomo,0
lionofoctober,0
nachoinflames,0
ariadna55028562,0
fpachamama_ec,0
edgardo16838043,0
lobosol43559537,0
camiiluchisss,1
lavozdetula,0
grilsxnini,0
edclasificados,0
hr_darady,0
manudominguezz_,1
elpitazotv,0
rubendiliddo,0
nubiaerojas,0
somosnativa,0
gutierreztejero,0
aditto94,0
jorgenicoloff,0
lilmetohkangmi,0
2peestiblog,0
sidk5r99,0
donbraulio_ft,0
asambleaecuador,0
matiasnaranja,0
thenaranjoman,0
alvarjaime,0
ejecentral,0
migueltorrescl1,0
dominguez_vald,0
athletikzale08,0
ladyrockary,0
i9itto,0
laduquesaroja,0
santi01717,0
rododo29,0
rivermaniacos1,0
seastinta,0
drrrowning,0
jackobixz,0
danicometto,0
1_prefer_not_to,0
ertl27,0
carl0her,0
elianabecerrab,1
soyfutbolero26,0
titosos39484863,0
moni_pecos,0
bakethirddiv,0
desprendidaed,0
hequecastro,0
la_mimi96,0
lavalleja19,1
moon_daughter00,0
dralexistejedor,0
skcalalas,0
carolinaross,0
damianaya73,1
dnizm_,0
lovelar23,0
aailenlaura,0
chcanazaro,0
diariodemorelos,0
missuruguayana,0
bipirala,0
eltiempolatino,0
elmejorpaisdel1,0
gangilbertop,0
frenteafrentehn,0
jcfloriant,0
maite_perilli,1
emmapache_,0
juanightmare,0
super_uc73,0
eya_2020,1
hereuge,0
cangurobandeira,0
frida18550172,0
manudefleitas,0
nicoanormal1,1
eldiario,0
alonso_mhz,0
bazalardiomedes,0
davidof_m,0
panabahena,0
itvguadiana,0
avalossantiago4,0
thecamilalo,0
hernanquevedomz,0
alonsofunao,0
jhonnie56689023,0
edgarve89071429,0
w4rg0ddess,0
rulitobolcheviq,0
gutyteleyu,0
fijateaver,0
candelabro___,0
chriisfer96,0
ocampista10,1
2021_namaste,1
jubueno_andrade,0
memo5fire,0
srzarathustra,0
hugoruiz33,0
imemedico,0
eltucumano_ok,0
milo_cn,0
dlacruz2020,0
catagonzalez0,0
nicol34152173,0
brypmc,0
the_dr_justice,0
oskkarbi,0
arrobajmg,0
meme_amplio,0
pirulaaaa,0
mengueche08,0
soypegs,0
antonio92526072,0
alex14martinez_,0
mortalispunitio,1
medusklein,0
mrdream_x,0
barloventenoe,0
elcid_manco,0
belenquinatoam,0
fersdidelyi,0
aguusmz,0
pau_malvarez,0
sofdl7,0
dos7_dos,0
dianarodrigurib,0
dr_pegarcia,0
danycad97,0
mikasal3wd,0
lagargus,0
elgallardismo,0
jncrzfrnndz,0
biot_savart90,0
nao_ferre1,0
dani_andrade,0
1masparatender,1
ccabreragallo,0
mendeznico22,0
laflopy101,0
excusa_uy,1
ferchogomez7,0
jonarvizo,0
sume911,0
jose_ferrada,0
ruben_antiyal,0
bittxrswxet,0
airatarra,0
laeducserespeta,0
pitimini15,0
elamvela,0
wwwboliviacom,0
miguelangelcba,0
antoorosco,0
richardn1010,0
pedropabtaboada,0
un_sapiens,0
andres_ssj4,0
hasblacky,0
rodryrosetti,0
jalamuen,0
enriquealfaror,0
cancionerocrist,0
riquicalvo,0
michellechc,0
felicia16689649,0
_arcticami,0
rhcasanova04,0
lucas28del9,0
catt__ffc,0
recontrafilo,0
florbritos00,0
milagrosfer66,0
gallardomcarlos,0
akaashiblog,0
gabrieltorrestv,0
iba_y_venia,0
belnfleitas18,1
elgraficoweb,0
shuperloca,0
cosmefu85173899,0
tamegotchi,0
eldatomx,0
lopezdoriga,0
paulipau70,0
andreshuberuk5,0
locuravelezok,0
bcibil,1
csiroficial,0
desarrolloecan,0
rorypasteura,0
pipauru,1
flan_yo,0
mfigueras70,0
rolando79642892,0
natasha52383680,0
vdtta05,0
barteag,0
lali_martineez,0
axolnose3gmail,0
esparaunacosa,0
01julianab,0
luchoo_romero6,0
tinapeacheok,0
pereiradoti,0
mrmono__,1
fasarandigrande,0
ftemujeresvzla,0
elnegrovicente,0
menarinica,0
exitoina,1
capitalahora,0
belykiibek,0
hugolgarcia,0
nelsonb50768683,0
adripermonzillo,0
cpuriscaleno,0
ezerobertsm,0
is_fugitiva,0
1903japr1936,0
majosweetniall,0
anagarbo,0
comsatori,0
epi0_,0
ggustmoon,0
cortiodani,0
soldetulancingo,0
johnny_ls494,0
frentechachani,0
kasibueno,0
luliiceriani,0
fritz212121,0
robertofernandm,0
shoulingzhang,0
pachidermi,0
paradxically,0
avrilgarciar,0
teresita197755,0
vehementchaos,0
aretamalz,0
enriquerocuant,0
vico_pri,0
univision23,0
alexzephyrlaixd,0
pauta_cl,0
deportivondnj,0
elcedroac,1
jberna1958,0
manoloportillas,0
duenospereira,0
rozaluski,0
cuniburofc,0
specialcrimes,0
camimenchaca,2
yluegosopla,0
unputemas,6
matuta_,0
santi_amestoy,0
jessicaconde_,0
no_mecalmonada,0
gabrielgianoli,0
arocena2002,1
lococesar22,1
mnicagonzlez6,1
almangopatriota,0
pamelacontaste,0
posmonazi,0
germanro201426,0
fatwestok,0
jopeic,1
adri_tranqui,0
marinaugc,0
pattypch18,3
simsambaroru,0
euseb1o,0
enfoquenoticias,0
naredonaley,0
pilioxanda,0
micaelaberriel1,0
frarpa39,0
choviccc,0
unosantafe,0
venusamans,0
nickie0706,0
antijulieta,0
oect0301,0
losprimerostuc,0
adaguero,0
ayelenviera17,1
queseatinto,0
bruno_deleon,0
santamarta_,0
karen_perdomo28,0
hunsonauy,0
thxstarlight,2
florodorizzi,0
nicolasmdk,1
nancyparaduja,0
sebaibarra1983,2
sosaysusvideos,3
nachocap1891c4n,0
rpleal76,0
quinto_gqc,3
imauriciocorrea,1
titalee18,0
sferruti,5
lopezlu24,0
diegolunaq,0
jzeba9,0
rodaffa,1
891_diegoribas,1
analiapeloni,0
pepdro5520,0
lyliancorrales,0
jhonatanbenit12,0
aggusrav,0
gdmartinezuy,0
eltrampa89,0
juangmo0285,0
divaddivas1,0
_posadas1,0
ceciliapatronl,1
delfinap10,0
ivangaona95,0
pedrega19,0
alimarve,0
mariafrncco,0
frentecivicosde,0
varadoenarg,0
anamassera50,0
rocky__raccoonn,0
iluminada2yo,0
sylviarotunno,0
sergiodamianuy,4
oligarca_pobre,0
mariahildaas,2
alexand14836577,2
cecisd_,1
ismaelcortazzo,0
luchogramajo83,0
josecitoamaral,2
obligadocualqui,2
ikaika_____,1
hijobuda,1
asambleauruguay,0
diegolivera1986,0
meryrou95,0
antoniovllbs,0
noegarcia,0
jimenez75184853,0
surgentesddhh,0
macaplenc,0
missalprazolam1,0
gutyrojo,0
intelitemx,0
sanantoniooem,0
bl00dyblades_,1
antituco4ever,1
cuadrosver,0
esfutbolera_ofi,0
elianaesquenas4,0
pafaferez,0
vogleralejandro,0
ortez88915049,0
tycsports,0
esperan43003829,0
camilam65915340,0
gusti_uy,0
el_dromedariook,0
lagatitapoppi,0
elviejodelabo1,0
borisinese,0
viejadealma1,0
58rubencarmona,0
martinpitetta,0
patianto07,0
tamararudnitzki,0
lorep1982_,0
tinginda,0
marbonpia,0
sofiacarey12,1
ramos_fede,0
rosanaparedes2,1
enzocap__,0
nicolasdsc3,4
stupidhunterpro,0
ale_sclavo,1
martirenaok,0
parijon35,2
ataraxi4_,0
posserichard,0
jimeconj1899,0
mefismainlander,0
gabiolca,2
zonafut1,0
inforeportes,0
estebansorribas,0
hannemanmano,0
fnmmx2021,0
psicounica,0
clubuaiurquiza,0
martinezbocha,0
onlinecasanare,0
orianabruno17,0
corazonvioleta_,0
lubustaman,0
mercedi97449162,2
eduardodeaguada,5
aldamapatricia1,0
travelsurray,0
ines_monzillo,0
demianc21,0
roldansanti01,2
eliseoe,0
carbon_santiago,0
leososamusica,1
zuko48896588,0
nosoy_elseba,1
1967purplehaze,0
ferlemosm,0
pulsosportsperu,0
sinnombredoxing,0
waltervmg,0
imperio_nba,0
alvinsprz,0
olgarodriguezfr,0
alemansandoval,0
frenepacoficial,0
izuleta,0
ragnarloco,0
jacobinaposmo,1
eperillas,0
mikaela125carta,3
manyalatour,1
sumuniz10,7
mdetomasi,1
daravro,0
diprodrigogoni,0
amado3_amado,1
moodednaa,1
davinovaleria,2
hastacuandodios,2
mauric75,0
eugeproverbio,2
madoke496,0
silvand0,0
esteliuuus,0
viciconte1985,2
artepedraza,0
quadratin_,0
_sntg_m,0
omarketingf1,0
voyasermafiosa,0
fabian_pincha,0
ppaert,0
brianjordant,1
nacional2212,0
paurp20,0
majive3105,0
nbarrios1987,0
rt0i1ur6yrztprv,1
daniel197622,1
elverga76322427,0
claruelisa,0
acuarianacurvy,2
m_arlotto,0
monoca1302,0
anietodf,1
fasaltouy,0
susypecoy,1
pabloskizzi,0
zurdayfeminist,1
villaamiluy,0
yonovinada_2010,0
gabygaby04082,0
mpaolillo,2
tili2607,0
geonoeliageo,0
agussarrarte,0
rapkholismo,0
gula25afull,0
marcelrossi21,1
lanetalento,0
sebastianroura2,2
elhura,0
nanosurff,0
elnegropizarra,0
laportaestevez1,0
carlosgrupot,0
luacosta17,1
rodrigoabraira,0
teresit14571285,1
pefier,0
escarlata___,3
d_gon_dinapoli,1
juanchu_manei,0
mlmm12345,0
alanmartony,0
ujc_uy,1
alaperinola_,2
santiclavijo96,0
nuestraadp,0
lgvignolo,0
erendira_go,0
chimol10040588,2
luisesmisombra,2
ciascuno2021,0
leandro_calvo,2
yorugua1980,0
luzforrisi,0
amaneceruy,0
saskya771,0
mariaineslec,1
mautesaravia,3
enriquejulinma1,2
monicamvdeo,0
unbichitomas023,0
gusachi,1
ferbur87000,0
domingogalluzzo,0
packsurvives96,0
andress19832021,0
camilomarckez,0
jamesbon15,0
mattutte88,2
spektro_drc,1
jorgewinnie33,0
tatetipatricio,0
gaveralt,1
sstinsonout,0
waru_benedetti,1
jorgeleonsio66,0
jonnada95,0
yoruganada,1
sergiomarquesfa,1
monticellouy,0
ricardoyelpo,0
cristian_oxley,0
anarkovip,0
alex57712284,1
pinimarcela,0
franco_m27,0
jobolsodios,0
mpostiglioni72,0
christiancoyto,1
lau_press_not,0
bergarache,0
fdeizaguirre,0
sportobeledo,0
manuelvergaraok,0
masilvera23,1
gonron_,0
luchostabile,0
elconservadoruy,2
pablorod50,0
torradosandra,0
ana_grimbaum,0
taspaeza,0
ffigliolo,2
unpocodeutopia,0
heber75313444,1
gfranco8,2
bipolar54994660,1
armandoque2022,0
gldls80,0
ani_ta_1,0
abeka91,0
futbolymedio,0
luisana_s7,0
zdesignuy,0
botbrillante,0
wafodevera,2
orgulloblanco71,6
florenciagamb14,0
urracamecha,0
pennyandme8,0
costaball,0
anushki_pb,0
lucasmarchi151,1
anamicaacosta,1
imlouiexx,0
botasequinas,0
edigiovanni4,0
ckolchak,0
roberto94835651,0
forasterolocal,0
mihermanogemelo,0
letucarrasco,3
eltupabolche,0
diegocasteriana,0
alejandror_92,0
porfiada1,0
sarajustops,2
fachofachero4,0
nacionalofila,1
richard_2891891,0
negrardo1,0
luli_fernandez1,0
alejand75492999,0
gramaticapau,0
nicolas_pizzo,0
ignacioaccedero,0
rxdx_dxni,0
selloger,0
hctorneydossan1,0
emiwigman,0
camiilala_,0
gdaniel_10,0
sebabenedettii,0
piteruy,0
bolsoafull,0
tipicafoca,0
anatie760,1
cachitoruglio13,2
rodequ,0
rodrigocaccia,1
marianelladea77,0
danyelbionico,0
dosisconcntrada,0
gastimartinezc_,0
solangemareda,0
mateoreiris,0
kariellauri,0
gral_julian_25,1
diegose87149847,1
isabelina_saz,2
tommyb87,1
acuadra_do,2
kbza_tricolor,0
vmayo72,0
had2bukr,0
rodolfonegrone,0
alancanto7,0
makam_uy,0
glutenico1,1
lenzinaleila,0
rberruzzi,0
fernand77969416,0
urumeante,0
simple1sip,1
estoiko3,0
leninfumable,0
elpollorey1975,0
pausil01,0
maicosilvera,1
ecardoso96,0
yomarga20,0
chamantwitero,0
ka13zm,0
pedrochg,0
ilianaiglesias4,0
carlosvarela02,0
jabamix,1
rocket_number09,1
_montaldo,1
santiagovlaefa,0
caro92121816,0
jorgito75739481,1
fantasmataaa,0
segurapachon,0
maferb458,0
cakitop,0
mathi2424,0
manyalescano,1
alheg,2
josecarlosmahia,0
guillerasta5,0
rodrimesa1996,0
victorjcorreav,0
chanboox,0
mipuntodevistaa,0
alvarodelgadouy,0
nuevaslanzas,0
sandradelgadode,0
justingraside,0
cejawashington,0
zurdo1972,0
nicomdeo1982,0
belenmures,0
mariavlena,1
anna40202627,0
modocuasimodo,1
candy7_uy,0
ednamodag,0
haydee11675532,0
vlussich,0
maiteintha,0
letyflu27,6
chevalier_ivan,0
mariukuu,2
chechularrok,1
soymotherofcats,0
aspirineta1987,0
santiag65028303,0
psebadelcordon,1
puentecelsa,1
narpi23,0
sandramlara,0
washigarin,0
nicooogarciaaa,0
uruguaytrolls,0
ignacionegrin,0
dpinto168,2
nahir121329,0
colinalautaro,1
rubensalto,0
giselvalbuena1,0
facio_gloria,0
pesimoneric,1
edevercelli,0
techerasergio,1
letidandrea,2
blanca_divisa,0
dividalchuy,0
barreto_vir,0
facundoriverouy,0
naser_official,0
viviquing,0
fabianzteps,0
roaguirrezabal,1
orouruguay,1
chorchini,0
vectoryucatan,0
noticiasrcn,0
letisacco72,0
turbiolandia,0
daigual0101,0
santiquintanna,0
josealmeidaprud,1
carolina_luman,3
claudio_ph_,0
magdalenaestel3,2
don_aleano,0
martin39094113,1
dalmiro_cairo,0
noelrevello1,0
uruguaymultico1,2
vitomanya,0
sukaacosta,0
mechupa00176654,0
walterp19803280,0
pipemahia,0
vilarr_1503,0
aguerra_uy,0
bastadenombres,0
anairdacap,0
diegomez2907,0
josefinacal_,0
fe26de,0
marce___,0
blancopabloda,1
santiibasso,0
die100000,1
darkcelesti,0
alisonpardo8,0
luuulil,0
aragorn666,0
_martucas,0
ldarioag,0
juancramos1965,0
racruz_eas,1
rzeta_,0
victorsanoro,0
infotecrealico,0
breakfyre,0
majibiris_,0
victor_curico,0
caprichitouy,0
belenchocha,0
psycholefey,0
lonelydays16,0
jorgebuitragot,0
martinezmaru16,0
joonkokonui,0
naranthrax,0
golcanpako,0
vane_gic707,0
cannamex,0
panchajuancho,0
marcianoorient1,0
petals815,0
henry_dotta,0
maxii1620,0
anticomulistos,0
anacata90,0
santiago_romero,0
soycalcio_,0
adekelbet,0
jaider_escobar,0
camieninternet,0
saripondi,0
casallas_ashley,0
ceciliaeneleste,0
fernando_munozg,0
ctaelva,0
nicodauson_,0
crisandradre,0
olfvon,1
eamestoy,0
driveiro8,1
felau9,0
r31na_hera,0
casiraguisusana,0
tosaragustin,0
arqueropublico,0
nadia_ravena,0
gomezkiffuri,0
antuanico1,0
vientosdelaunio,0
soycule_8,0
bidigecest,0
marcoto48041729,0
jruano4668,0
javier1988arg,0
ichbinsophieale,0
lachainiss0982,0
_lprr_,0
nomegolpies,0
jhanet_mtz,0
nahuelfutbol,0
lovepinksilva,0
mariachimmy1310,0
blancogimena1,0
sergiodlat,0
aragon_algaba,0
vozmichoacan,0
bene2la,0
sebakaizen,0
diosasolimpicas,0
agusmorgade1,0
ffdeflo,0
gkappaa,0
ambaramarillo_,1
hebersanchez192,0
alvaroa01227023,0
martinopta,0
xladytianquan,0
ryorg13,0
vninyourarea,0
efenoticias,0
nancyal45231872,0
carlosgs4461,0
cartayabarry,0
parkgabriela_7,0
alexper46521855,0
paumonteros_,0
jorgehumberto24,0
icedegel,0
rocksportsperu,0
fervalcor,0
ojitoreturns,0
lulac0rrea,0
nishavanilla,0
rauldiazpe,0
alejandrapiani,1
luitanasty,0
asquetajuan,0
monitamujica,0
felipeperez_3,0
laurasoca3,0
psolanowski,0
mikahbell,0
micamelgar,0
frentepulmonmx,0
ufavfairies,0
lostbrunner,0
_cris1206,0
santi_aliandre,0
angesw_10,0
smtfantasy,1
ocastroad,0
psxnouswind,0
sftp3tls,0
lapadulaelrey,0
josejuangelmx,0
alejamanh,2
agus_house,0
noticiasfides,0
lady_karmaa_,0
darkvalley4t,0
jgenbuenosaires,0
_amenamenamen,0
cndefpablo,0
luestevez__,0
mariestbaj,0
sinaleo3,0
ademirnadalcmpn,1
marcelo17283,0
mvanrompaey,0
mattilorenzotti,0
gonzaloroigon,0
23_mitti,0
cuentainformac1,0
critico67292473,0
sabridelallana,0
_totardo,0
pamelal82108680,0
alexxcreep,0
herbertamh,0
ne0juls,0
freddyu55801667,0
dihinojosa12,0
placeslwt,0
pflisandro,0
nesteterr,0
mena17toya,0
santibetancor16,0
thepiratef0x,0
expresoperu,0
anamoller,0
glendysyubisay,0
antoniodigenaro,0
elguichonense,1
_elpredicador_,0
pichurod,0
fabielg,2
lucia_viglietti,0
familiasorgep,0
ceroizquierdaa,0
nueva_gesta,0
anala61483150,1
rayaneandradek,1
sebasti80528322,0
smonforte12,0
atenty1,0
fraude_amplio1,0
jorgefabrega,0
flores317,0
elquenoaplica,0
gonzalobatalla3,0
luckitael,0
little_ellie_tw,0
geomendezmd,0
luulagos_,0
gabriella750222,1
leticia46293600,0
vicokuy,2
zurdogaymer777,0
lissidini1,0
omnimontevideo,1
jairosoto,0
nachito4,0
sandialover17,0
fedecasaretto,0
chazzok,0
willymc1010,0
_amor_amarillo,0
pachasanchez,0
soleaguerre,5
laubremaligna,0
pia_bermudez,0
sinescalas9,0
santiman97,1
aleperezel1,0
tiagorussomano,0
estelauruguay,0
berro_sylvia,2
vero_libelula,1
aguss12s,0
iltubito,0
sofisastre,0
monicapazos1,0
santi_acunab,0
delfinabisio01,1
gmodernell,1
raullealesposit,0
anail78,2
gabriaurinegro,0
manuel18991,0
facurebollo,0
wontollamarken,0
salfate12345,0
jungkookbambii,0
garcialucidarda,0
adrianm05179543,0
pablovillacist,0
_larosalia,0
martadodaro,0
meridacomunista,0
doc_alecuesta,0
ninjablanco88,0
valemassud,0
emekavoces,0
alanispenaa,0
micaalvareeez,0
barra2891891,0
canclinielrey,0
fernandowali,0
jmartinezjorge,0
baddnat2,1
pocitosalfrente,0
anlofa,0
ivan_padilla23,0
vickyliliana100,0
lordmondavarius,0
jackelinelinar4,0
adrenaexport,0
crisolivera4,0
juliagrisel,0
sebanogueira13,0
ananande1,0
artemisa_____0,0
cyclesclub,0
luciagallardo22,0
juancho6810,0
juliobarrios72,0
maggy_lrj,0
fueraterruco,0
ilk0k3,0
revistasemana,0
vaneyeca_,0
castlegmzss,0
alex_hm23,0
aescudero28,0
milagro_pau,1
pilarse29591807,0
reimagine_la,0
stephancaba1,0
mirtaleblank,0
escusandra,1
micaela34755345,0
carmenuren68,0
ameliep96802722,0
cuatromoreyears,1
pceexteriorarg,0
albertobetocal,1
dra_eutanasia,0
charol04,0
eliuy1979,0
analauramartir2,0
mariodtm,0
lunequis__,0
otrxputx,0
luisalbertosum,0
sole0808,0
jandresfagundez,0
yonolosvote2,0
esantacruz21,0
donvillaa,0
peachtown26,0
eriher20,0
ddieg07,0
jjanina77,0
fiobeltran,0
1987valen,0
martinccba,0
llanero23567289,0
dibrros,0
magnusnix,0
kathe3467,0
oligarcaca,0
emersonhn16,0
aiternativeluva,0
juan_romero69,0
ojosdeshuriken,0
misnoticias_mn,0
telecasterchina,0
pfernandezberi,0
florferreira03,1
viejoolimpica,0
gonzafermazza,0
jfberrutti,0
pmenesecamargo,0
depiladoradora,0
mmechevarria,0
argtcd,1
profejaguilar,0
ferausca,1
gscolavino1,0
fedeflore,0
marielaperezb,0
majfud,0
pablo7886,0
fxmaletit4n,0
marita_sequeira,0
elvalicero,0
wapesports,0
eljoraka,0
vicky28495,0
berrutia,0
oliverafidel,0
flor9591,0
gabrielolier,0
canaloncepunta,1
nataliadiel,0
flormaa_,0
muroaka,0
patrik305,0
404fuerzasayago,0
luis_benedetto,1
fernando_britos,0
rodri_zeballos,0
srta_ironica_,0
etchamendi,0
agualua,2
marbera_,0
ziocarlos,0
alemariatti,0
yaninalma3,0
chelomach5,0
altaamarga,2
matiacosta7,0
emilypoch,0
ronceleste,0
shamelern,0
kiferbrian00,0
domitaborga,0
roci_osm,0
adona_ms,0
globalbseguros,0
ventevenezuela,0
latercera,0
cristin22876814,0
royal11402929,0
marianasago2,0
clarincom,0
alearias029,0
neriibertoncllo,0
lcalimoxo,0
caritattes,0
mauriciocastroe,0
luis_fernandozu,0
soniachocron,0
nalilina,0
tgc_coalicion,0
bohemiana__,0
realmad99348144,1
adrian15730332,0
nestormillan14,0
jmarenasdiaz,0
ananeron2,0
sil_cerisola,0
ffonseca6,0
nanitur8,0
kaareaguerre,0
machadoerica11,0
elpoteok,0
maneihector,0
soleomendivil,0
pablo23,0
amarichiweu,0
antonio_fuques,0
_barbarroja,0
nahuelhendrix,0
jsosa7697,0
lonyshovhpfx,0
wafernandez40,0
taejkim_,0
yosoycastrillon,0
eliribe68007952,0
jacsarla,1
lieslieslover,0
cosaflow,0
mkiriganpalvin,0
alfrezgonzalo,0
handwrittenfate,0
mentiraenchile,0
javierc70703296,0
rossanacaputod1,1
tweetsperdidos,0
tweetthejohn,0
sksympathy,0
mabelmoraes4,0
disegnaedgardo,1
rocigozu,0
mrs_chochi,0
rapelita79,0
pirateking040,0
sochi_unuchi,1
pomigaston,0
monicamat66,0
leonrey1967,0
cathiiita18,0
clauminetti,0
incorrecta90,0
divisacolorada,0
mlamarthee,0
litolopezl,0
nitram09,0
payando1,0
negrogomez13,1
ribgataflora,0
arielsaporiti,0
maxicampo_,0
renfabre,0
coallagonzalo,0
danieldaners,0
fciavallenata,0
sgzaudi,0
nahiaradasilva,0
_sunjj,0
caetano15497367,0
leopoldovitch,0
golcaracol,0
anturio_negro,0
andrean_zuniga,0
gordaleonina,0
jeancodeec,0
aiexconway,0
marcoa_guerrero,0
rebollosilva,0
alimar00,0
cesarfocas,1
tatobass,0
josesubelzu,0
santiagomorait2,0
nai7241nai724,0
maru61680,1
zugall1,0
quedivinoche,0
lapeluquera,0
bayleyjorge,0
yoni_sabia,0
itsr0dnt,0
animorinfinito,0
herle88,0
britos46,0
john_fonts,0
scoherentesuy,1
andres_elicheix,0
antimitomania,0
profasoc03,0
pulpitop,0
alorafa,0
soycristin,0
pazrenatapaz,0
patrypineyro,0
pibecan17469384,0
wanda76680225,0
__mary0,0
gzechnas,0
tanenbaumarg,0
jemg49,0
fabrivang,0
roamarta2,0
juancamora4,0
elvillanify,0
carloslamancha,0
luisalahir,0
pazprogreso,0
feelingtwentty,0
alexislarzabal,0
alacabezaqno,0
disan_84,0
sol_g2,0
neilben14260504,1
julietacruzds,0
montserratmica,0
fernand74231394,0
atmatm27,0
sebasti93002749,0
facanelones,0
cabezamanya2,0
juancho_uy_ar,0
meli26love,0
abenchoam,0
marisolgalvezs1,1
canarymoon1,0
diegbau,0
silvana_comelli,0
ani_otravez,0
raquel_da,0
natfigbar,0
extranjero15,0
edilavarian,0
manuche1891,0
juancafenu,0
maritza54805296,0
paola13a,0
diegoco19491826,0
iamcarolinita,0
alsininvasores,0
lucianoherrerad,0
elconfidencial,0
thaguila,0
_paradojaz,0
thenutboi,0
soyelnexs,0
ctrl_alt_suprim,0
hhrmetic,0
demontalto,0
willianiturral2,0
nietche2053,0
