identificador,dia,hora,user,textoidentificador,dia,hora,user,texto
1496271799394480134,2022-02-22,20:52:51,parabel36160045,'@ANDASV Que graciosos se han comunicado conmigo muchas veces por el mismo tema y ahora me vuelven a preguntar donde es el problema ....Frente a casa de la cultura Apopa...que ineficiencia @RuAleman ! Ah y no me envien msj...resuelvan mejor.'
1496260888248131594,2022-02-22,20:09:29,mica_bezonas,'@VotaSiUy en defensa propia. Se dan cuenta la cantidad de frases sin sentido que claman como si tuvieran lógica?'
1496260585666883586,2022-02-22,20:08:17,mariagouy,'@gbianchi404 @53elgordo @forosuy @GustavoZubia @VotaSiUy Graciela, Lima bloquea a todo aquel que le refute alguna de las mentiras que dice. También bloqueó a Gandini, si le sirve de consuelo🤣  https://t.co/ED34eN7IWR'
1496271306135941132,2022-02-22,20:50:53,liberarceuy,'Trabajadores de la salud privada/Fus movilizada por el #votaSI y en solidaridad con trabajadores de Casa de Galicia  Movilizacion de la Fus #Liberarce  https://t.co/DXnFvy6udX a través de @FacebookWatch'
1496271775063490561,2022-02-22,20:52:45,nahuelogas,'Iba corriendo por el pasillo , me caí y me abrí todita entera la frente'
1496267497053601798,2022-02-22,20:35:45,miriamrod61,'Porque la bandana de la ex aspirante a vice frustrada x voto popular es celeste o azul? 🤔 @Frente_Amplio'
1496271711603408901,2022-02-22,20:52:30,xiomara_d14z,'Intento amar mi cuerpo, de verdad lo intento. A veces me veo frente al espejo y pienso“no está tan mal como creía” pero otras veces (el 99% de ellas) pienso “es horrible, ¿cómo alguien podría quererme así?” y ahí es cuando vuelvo a sentirme mal, ahí es cuando el mínimo porcentaje'
1496271708222861313,2022-02-22,20:52:29,jonatha91420907,'@Liberalator21 @LigiaBetancur3 @MarthinD_avila @VickyDavilaH El pobre Uribe es tan inocente que no a dejado abrir las investigaciones. O Cómo por ejemplo el seguimiento periodístico como lo hizo con Holman Morris. O es esclarecimiento de el hijo de el viejito que se murió en frente de su casa esperando que se aclare la muerte de su hijo'
1496267493844865024,2022-02-22,20:35:44,martinaldaya,'@Frente_Amplio'
1496271223839342597,2022-02-22,20:50:33,gera_nunez1001,'Ya está todo listo, ya en Florida para arrancar el debate, vamos el Boca. #VotaSi  https://t.co/mQUNJ1I4ka'
1496266630816579587,2022-02-22,20:32:18,cabvuy,'La mayor información posible indica que se expresaron menos de 700mil voluntades, y que el @Frente_Amplio parece estar mintiendo a cara de perro para sostener su lamentable postura...'
